Date,Adj Close,Close,High,Low,Open,Volume,Daily_Return,MA_7,MA_21,Volatility_7,Volume_Change,Target
2022-09-01,2756.161376953125,3131.699951171875,3190.0,3121.0,3190.0,3546935,-0.024741900436938913,3207.964285714286,3313.0452473958335,0.01831561699952153,0.03363227719454187,0
2022-09-02,2755.01708984375,3130.39990234375,3163.0,3120.300048828125,3163.0,2052900,-0.0004151256021952543,3185.9356863839284,3305.026192801339,0.017851318807356818,-0.42121860141220524,1
2022-09-05,2757.657958984375,3133.39990234375,3147.949951171875,3112.25,3123.64990234375,2147912,0.0009583440114964148,3168.514229910714,3297.483328683036,0.018037380981071032,0.046281845194602766,0
2022-09-06,2752.069091796875,3127.050048828125,3140.85009765625,3106.35009765625,3135.5,1936453,-0.002026505940360579,3155.4928152901784,3287.3666643415177,0.01785522766249581,-0.09844863290488626,1
2022-09-07,2771.91552734375,3149.60009765625,3161.89990234375,3102.0,3102.0,1291534,0.007211284909423021,3145.121407645089,3277.5880998883927,0.018282424226938678,-0.33304139062502425,1
2022-09-08,2789.560791015625,3169.64990234375,3183.5,3160.10009765625,3170.0,1346113,0.006365825522554491,3150.42138671875,3268.2833310081846,0.014817451421441198,0.0422590500908222,1
2022-09-09,2831.804931640625,3217.64990234375,3233.5,3168.5,3195.0,1561185,0.015143628311917734,3151.3499581473216,3260.8166620163693,0.012505500637666709,0.1597726193863369,1
2022-09-12,2854.071044921875,3242.949951171875,3269.800048828125,3225.0,3239.89990234375,1785928,0.007862896709084577,3167.2428152901784,3255.5166596912204,0.00595641879017166,0.14395667393678524,0
2022-09-13,2842.101806640625,3229.35009765625,3263.449951171875,3225.0,3263.449951171875,1972678,-0.004193667407882962,3181.3785574776784,3246.319045293899,0.006660107512105198,0.10456748536335181,0
2022-09-14,2746.216552734375,3120.39990234375,3141.39990234375,3113.800048828125,3135.0,5090269,-0.033737498883001926,3179.521414620536,3232.9309430803573,0.016031048457166373,1.5803851414168961,0
2022-09-15,2732.091064453125,3104.35009765625,3137.75,3100.0,3130.0,2138023,-0.00514350890584403,3176.278564453125,3219.199997674851,0.016124118908896718,-0.5799783862110235,0
2022-09-16,2647.9111328125,3008.699951171875,3094.35009765625,3000.0,3076.0,5322221,-0.030811649290648613,3156.149972098214,3200.5142764136904,0.01906229654326726,1.4893188707511564,1
2022-09-19,2665.60107421875,3028.800048828125,3042.0,2987.800048828125,3036.0,2072220,0.00668065875044177,3136.028564453125,3183.7309454055057,0.01909766277315685,-0.6106475097520377,1
